Date,Price,Open,High,Low,Vol.,Change %
03/28/2024,"5,900","5,950","5,950","5,850",40.08M,-0.42%
03/27/2024,"5,925","5,950","5,975","5,900",19.64M,-0.42%
03/26/2024,"5,950","5,900","5,950","5,850",29.38M,0.42%
03/25/2024,"5,925","5,850","5,925","5,825",43.51M,1.28%
03/22/2024,"5,850","5,850","5,875","5,800",37.99M,0.86%
03/21/2024,"5,800","5,900","5,925","5,800",50.98M,-1.28%
03/20/2024,"5,875","5,850","5,900","5,850",32.73M,0.43%
03/19/2024,"5,850","5,800","5,875","5,800",34.16M,0.86%
03/18/2024,"5,800","5,825","5,900","5,800",48.98M,0.00%
03/15/2024,"5,800","5,950","5,950","5,725",144.45M,-5.69%
03/14/2024,"6,150","6,225","6,250","6,075",88.15M,-1.20%
03/13/2024,"6,225","6,100","6,250","6,100",87.86M,2.05%
03/08/2024,"6,100","6,000","6,125","5,975",73.19M,2.09%
03/07/2024,"5,975","5,975","6,025","5,950",47.46M,0.42%
03/06/2024,"5,950","5,900","5,950","5,875",28.92M,0.85%
03/05/2024,"5,900","5,875","5,950","5,850",49.80M,0.43%
03/04/2024,"5,875","5,900","5,925","5,800",35.60M,-0.42%
03/01/2024,"5,900","5,925","5,975","5,825",71.77M,-1.67%
02/29/2024,"6,000","5,975","6,000","5,900",48.75M,0.42%
02/28/2024,"5,975","5,950","6,000","5,900",32.22M,-0.42%
02/27/2024,"6,000","5,900","6,000","5,850",38.65M,1.69%
02/26/2024,"5,900","5,900","5,925","5,800",33.52M,0.00%
02/23/2024,"5,900","6,000","6,000","5,825",50.22M,-0.84%
02/22/2024,"5,950","6,000","6,025","5,900",37.68M,-0.83%
02/21/2024,"6,000","6,025","6,050","5,925",55.12M,-0.41%
02/20/2024,"6,025","5,900","6,025","5,900",37.55M,2.55%
02/19/2024,"5,875","6,025","6,050","5,875",67.95M,-2.08%
02/16/2024,"6,000","6,025","6,125","6,000",62.60M,0.00%
02/15/2024,"6,000","6,150","6,225","6,000",128.79M,2.13%
02/13/2024,"5,875","5,975","5,975","5,850",74.98M,-1.26%
02/12/2024,"5,950","5,775","6,000","5,750",73.30M,3.48%
02/07/2024,"5,750","5,775","5,825","5,750",40.09M,-0.43%
02/06/2024,"5,775","5,775","5,825","5,750",41.83M,0.43%
02/05/2024,"5,750","5,775","5,825","5,725",47.10M,-0.43%
02/02/2024,"5,775","5,750","5,825","5,750",44.07M,0.87%
02/01/2024,"5,725","5,750","5,750","5,650",49.21M,-0.43%
01/31/2024,"5,750","5,700","5,800","5,675",70.05M,1.77%
01/30/2024,"5,650","5,575","5,675","5,550",55.02M,1.35%
01/29/2024,"5,575","5,450","5,575","5,450",63.06M,2.76%
01/26/2024,"5,425","5,400","5,425","5,350",30.55M,0.46%
01/25/2024,"5,400","5,500","5,525","5,400",47.96M,-1.37%
01/24/2024,"5,475","5,450","5,500","5,400",42.44M,0.92%
01/23/2024,"5,425","5,525","5,525","5,375",48.82M,-1.81%
01/22/2024,"5,525","5,525","5,600","5,450",30.95M,0.45%
01/19/2024,"5,500","5,575","5,575","5,475",29.78M,-0.90%
01/18/2024,"5,550","5,550","5,600","5,475",33.24M,0.00%
01/17/2024,"5,550","5,600","5,625","5,475",61.48M,-0.89%
01/16/2024,"5,600","5,625","5,625","5,575",37.80M,-0.44%
01/15/2024,"5,625","5,650","5,675","5,600",51.46M,0.45%
01/12/2024,"5,600","5,600","5,650","5,575",40.94M,0.00%
01/11/2024,"5,600","5,650","5,700","5,575",26.89M,0.00%
01/10/2024,"5,600","5,625","5,675","5,575",37.99M,-0.88%
01/09/2024,"5,650","5,600","5,650","5,600",34.90M,1.35%
01/08/2024,"5,575","5,575","5,650","5,550",60.61M,0.00%
01/05/2024,"5,575","5,675","5,750","5,575",69.46M,-0.45%
01/04/2024,"5,600","5,350","5,675","5,325",85.10M,4.67%
01/03/2024,"5,350","5,375","5,400","5,325",27.55M,-0.47%
01/02/2024,"5,375","5,375","5,375","5,300",20.15M,0.00%
12/29/2023,"5,375","5,375","5,400","5,325",38.42M,0.47%
12/28/2023,"5,350","5,300","5,400","5,250",37.57M,1.42%
12/27/2023,"5,275","5,300","5,325","5,250",34.65M,0.48%
12/22/2023,"5,250","5,200","5,250","5,175",35.23M,1.94%
12/21/2023,"5,150","5,225","5,225","5,125",48.77M,-0.96%
12/20/2023,"5,200","5,225","5,250","5,175",54.31M,0.00%
12/19/2023,"5,200","5,200","5,250","5,175",52.48M,0.00%
12/18/2023,"5,200","5,250","5,300","5,175",51.52M,-1.42%
12/15/2023,"5,275","5,425","5,425","5,275",58.45M,-1.40%
12/14/2023,"5,350","5,225","5,400","5,225",91.44M,3.38%
12/13/2023,"5,175","5,275","5,275","5,125",39.24M,-1.90%
12/12/2023,"5,275","5,250","5,300","5,225",40.55M,1.93%
12/11/2023,"5,175","5,075","5,200","5,050",36.39M,1.97%
12/08/2023,"5,075","5,200","5,225","5,075",47.84M,-3.79%
12/07/2023,"5,275","5,225","5,300","5,150",36.51M,0.96%
12/06/2023,"5,225","5,300","5,325","5,225",32.45M,-1.42%
12/05/2023,"5,300","5,300","5,325","5,225",29.79M,0.00%
12/04/2023,"5,300","5,275","5,350","5,250",34.11M,0.95%
12/01/2023,"5,250","5,300","5,300","5,200",31.22M,-0.47%
11/30/2023,"5,275","5,150","5,275","5,150",127.52M,0.96%
11/29/2023,"5,225","5,125","5,225","5,100",48.04M,0.97%
11/28/2023,"5,175","5,350","5,350","5,175",43.14M,-1.90%
11/27/2023,"5,275","5,225","5,350","5,225",79.55M,1.44%
11/24/2023,"5,200","5,175","5,250","5,175",64.68M,0.97%
11/23/2023,"5,150","5,100","5,175","5,075",80.16M,1.48%
11/22/2023,"5,075","5,100","5,100","5,025",28.87M,0.00%
11/21/2023,"5,075","5,000","5,100","4,990",129.45M,1.91%
11/20/2023,"4,980","5,000","5,025","4,970",55.04M,0.00%
11/17/2023,"4,980","4,940","4,990","4,900",48.49M,0.61%
11/16/2023,"4,950","4,970","4,990","4,910",47.54M,-0.60%
11/15/2023,"4,980","4,970","5,025","4,960",93.35M,2.05%
11/14/2023,"4,880","4,910","4,940","4,880",27.96M,-0.20%
11/13/2023,"4,890","4,890","4,910","4,870",20.46M,0.62%
11/10/2023,"4,860","4,860","4,870","4,820",37.75M,0.00%
11/09/2023,"4,860","4,880","4,950","4,860",33.00M,-0.41%
11/08/2023,"4,880","4,940","4,950","4,860",32.18M,-1.21%
11/07/2023,"4,940","4,970","4,970","4,910",38.21M,-0.60%
11/06/2023,"4,970","4,980","5,000","4,940",54.28M,1.64%
11/03/2023,"4,890","4,910","4,940","4,880",37.33M,0.41%
11/02/2023,"4,870","4,820","4,920","4,810",61.53M,1.04%
11/01/2023,"4,820","4,930","4,930","4,790",58.01M,0.63%
10/31/2023,"4,790","4,850","4,850","4,720",62.06M,-1.24%
10/30/2023,"4,850","4,850","4,860","4,810",34.31M,0.00%
10/27/2023,"4,850","4,880","4,900","4,850",39.35M,-0.61%
10/26/2023,"4,880","4,980","4,990","4,830",77.08M,-1.81%
10/25/2023,"4,970","5,050","5,050","4,960",49.11M,-0.60%
10/24/2023,"5,000","5,000","5,075","4,970",43.66M,0.20%
10/23/2023,"4,990","4,970","5,050","4,950",36.58M,0.40%
10/20/2023,"4,970","4,940","5,025","4,910",52.79M,0.61%
10/19/2023,"4,940","5,100","5,100","4,900",96.75M,-3.61%
10/18/2023,"5,125","5,200","5,225","5,100",54.87M,-1.44%
10/17/2023,"5,200","5,200","5,225","5,150",29.83M,0.00%
10/16/2023,"5,200","5,200","5,275","5,150",38.86M,0.48%
10/13/2023,"5,175","5,350","5,375","5,175",49.14M,-2.82%
10/12/2023,"5,325","5,200","5,425","5,200",71.49M,2.90%
10/11/2023,"5,175","5,200","5,200","5,150",63.71M,-0.48%
10/10/2023,"5,200","5,175","5,200","5,150",30.11M,1.96%
10/09/2023,"5,100","5,200","5,200","5,050",55.81M,-1.92%
10/06/2023,"5,200","5,225","5,225","5,175",41.84M,0.24%
10/05/2023,"5,188","5,200","5,200","5,175",69.73M,0.00%
10/04/2023,"5,188","5,225","5,238","5,125",57.96M,-0.48%
10/03/2023,"5,213","5,175","5,225","5,163",51.35M,1.21%
10/02/2023,"5,150","5,163","5,250","5,150",52.56M,-0.24%
09/29/2023,"5,163","5,088","5,213","5,075",76.99M,1.98%
09/27/2023,"5,063","4,988","5,113","4,975",92.09M,1.50%
09/26/2023,"4,988","5,038","5,050","4,975",127.17M,-0.75%
09/25/2023,"5,025","4,875","5,025","4,875",111.01M,3.08%
09/22/2023,"4,875","4,825","4,938","4,800",93.23M,1.56%
09/21/2023,"4,800","4,788","4,838","4,775",56.16M,0.26%
09/20/2023,"4,788","4,725","4,838","4,725",82.22M,1.32%
09/19/2023,"4,725","4,688","4,763","4,675",29.55M,1.07%
09/18/2023,"4,675","4,738","4,750","4,675",32.82M,-1.32%
09/15/2023,"4,738","4,725","4,763","4,713",73.35M,0.26%
09/14/2023,"4,725","4,700","4,750","4,675",57.21M,1.07%
09/13/2023,"4,675","4,663","4,688","4,638",44.96M,0.54%
09/12/2023,"4,650","4,725","4,725","4,650",53.09M,-1.59%
09/11/2023,"4,725","4,688","4,750","4,650",54.93M,0.80%
09/08/2023,"4,688","4,750","4,750","4,675",49.97M,-1.32%
09/07/2023,"4,750","4,788","4,788","4,700",52.56M,-0.78%
09/06/2023,"4,788","4,838","4,838","4,788",60.57M,-0.52%
09/05/2023,"4,813","4,725","4,850","4,725",100.66M,1.85%
09/04/2023,"4,725","4,625","4,763","4,600",146.90M,3.00%
09/01/2023,"4,588","4,600","4,613","4,588",16.70M,0.00%
08/31/2023,"4,588","4,600","4,625","4,588",64.01M,-0.27%
08/30/2023,"4,600","4,588","4,650","4,588",83.25M,0.55%
08/29/2023,"4,575","4,550","4,600","4,550",49.79M,0.55%
08/28/2023,"4,550","4,550","4,575","4,538",21.94M,0.00%
08/25/2023,"4,550","4,550","4,563","4,525",27.45M,-0.27%
08/24/2023,"4,563","4,538","4,575","4,538",28.49M,0.55%
08/23/2023,"4,538","4,550","4,563","4,538",27.34M,-0.27%
08/22/2023,"4,550","4,563","4,575","4,538",30.73M,-0.27%
08/21/2023,"4,563","4,538","4,563","4,525",35.95M,0.83%
08/18/2023,"4,525","4,538","4,538","4,488",51.66M,-0.55%
08/16/2023,"4,550","4,550","4,563","4,475",66.76M,0.00%
08/15/2023,"4,550","4,600","4,613","4,550",48.73M,-1.09%
08/14/2023,"4,600","4,563","4,625","4,550",90.43M,1.10%
08/11/2023,"4,550","4,550","4,563","4,525",33.96M,0.00%
08/10/2023,"4,550","4,550","4,563","4,525",48.94M,0.28%
08/09/2023,"4,538","4,463","4,550","4,463",67.68M,1.68%
08/08/2023,"4,463","4,500","4,513","4,450",32.91M,-0.83%
08/07/2023,"4,500","4,500","4,525","4,500",35.04M,0.00%
08/04/2023,"4,500","4,475","4,525","4,463",56.22M,0.56%
08/03/2023,"4,475","4,438","4,500","4,425",82.17M,0.85%
08/02/2023,"4,438","4,350","4,438","4,350",66.45M,2.31%
08/01/2023,"4,338","4,413","4,425","4,313",136.29M,-2.25%
07/31/2023,"4,438","4,450","4,475","4,413",65.02M,0.00%
07/28/2023,"4,438","4,450","4,463","4,400",81.25M,-0.28%
07/27/2023,"4,450","4,463","4,475","4,450",85.57M,-0.56%
07/26/2023,"4,475","4,513","4,525","4,463",104.01M,-0.83%
07/25/2023,"4,513","4,525","4,563","4,513",45.96M,0.00%
07/24/2023,"4,513","4,500","4,538","4,500",37.49M,-0.28%
07/21/2023,"4,525","4,525","4,525","4,500",19.58M,0.00%
07/20/2023,"4,525","4,463","4,525","4,463",62.53M,1.69%
07/18/2023,"4,450","4,475","4,500","4,450",77.42M,-0.56%
07/17/2023,"4,475","4,475","4,513","4,475",60.02M,0.28%
07/14/2023,"4,463","4,463","4,488","4,450",43.60M,0.28%
07/13/2023,"4,450","4,488","4,513","4,438",116.00M,-0.56%
07/12/2023,"4,475","4,500","4,513","4,463",83.93M,-0.28%
07/11/2023,"4,488","4,513","4,538","4,488",46.16M,-0.83%
07/10/2023,"4,525","4,538","4,563","4,525",19.83M,-0.28%
07/07/2023,"4,538","4,550","4,575","4,538",24.71M,-0.27%
07/06/2023,"4,550","4,575","4,600","4,538",48.29M,-0.55%
07/05/2023,"4,575","4,563","4,575","4,538",16.72M,0.55%
07/04/2023,"4,550","4,613","4,613","4,525",31.94M,-1.36%
07/03/2023,"4,613","4,600","4,625","4,575",63.14M,0.82%
06/27/2023,"4,575","4,563","4,588","4,538",33.97M,0.27%
06/26/2023,"4,563","4,513","4,563","4,488",27.72M,1.11%
06/23/2023,"4,513","4,538","4,550","4,513",22.35M,-0.28%
06/22/2023,"4,525","4,550","4,613","4,525",41.78M,-0.55%
06/21/2023,"4,550","4,538","4,550","4,500",21.64M,0.28%
06/20/2023,"4,538","4,525","4,538","4,500",27.11M,0.28%
06/19/2023,"4,525","4,513","4,525","4,475",28.21M,0.28%
06/16/2023,"4,513","4,538","4,538","4,475",53.22M,-0.82%
06/15/2023,"4,550","4,488","4,550","4,475",35.27M,1.39%
06/14/2023,"4,488","4,550","4,550","4,475",91.45M,-1.64%
06/13/2023,"4,563","4,650","4,650","4,550",40.19M,-1.88%
06/12/2023,"4,650","4,625","4,650","4,588",34.35M,0.81%
06/09/2023,"4,613","4,600","4,613","4,575",35.87M,0.27%
06/08/2023,"4,600","4,575","4,600","4,538",34.32M,0.55%
06/07/2023,"4,575","4,613","4,625","4,538",56.72M,-0.54%
06/06/2023,"4,600","4,500","4,625","4,463",82.23M,2.22%
06/05/2023,"4,500","4,525","4,563","4,500",53.16M,-0.55%
05/31/2023,"4,525","4,550","4,563","4,513",163.52M,0.28%
05/30/2023,"4,513","4,513","4,550","4,488",46.52M,-0.28%
05/29/2023,"4,525","4,500","4,525","4,475",27.49M,1.12%
05/26/2023,"4,475","4,500","4,538","4,475",43.54M,-0.56%
05/25/2023,"4,500","4,413","4,513","4,400",70.64M,1.98%
05/24/2023,"4,413","4,450","4,475","4,400",123.71M,-1.40%
05/23/2023,"4,475","4,413","4,500","4,413",96.90M,1.13%
05/22/2023,"4,425","4,413","4,438","4,388",88.48M,0.28%
05/19/2023,"4,413","4,400","4,450","4,375",87.06M,0.86%
05/17/2023,"4,375","4,363","4,413","4,325",102.15M,0.00%
05/16/2023,"4,375","4,475","4,488","4,350",108.32M,-1.69%
05/15/2023,"4,450","4,500","4,513","4,425",70.96M,-1.11%
05/12/2023,"4,500","4,563","4,575","4,488",47.33M,-1.64%
05/11/2023,"4,575","4,575","4,575","4,525",38.69M,-0.54%
05/10/2023,"4,600","4,613","4,638","4,588",35.51M,0.82%
05/09/2023,"4,563","4,563","4,588","4,525",36.74M,-0.27%
05/08/2023,"4,575","4,638","4,650","4,575",33.60M,-1.08%
05/05/2023,"4,625","4,650","4,663","4,575",49.24M,-0.54%
05/04/2023,"4,650","4,700","4,713","4,638",40.11M,-1.85%
05/03/2023,"4,738","4,775","4,775","4,700",23.89M,-0.79%
05/02/2023,"4,775","4,725","4,775","4,713",38.96M,1.33%
04/28/2023,"4,713","4,788","4,788","4,713",46.13M,-0.79%
04/27/2023,"4,750","4,775","4,800","4,738",30.71M,-0.78%
04/26/2023,"4,788","4,775","4,788","4,713",93.23M,1.06%
04/18/2023,"4,738","4,725","4,788","4,700",58.42M,0.26%
04/17/2023,"4,725","4,713","4,725","4,688",28.54M,0.53%
04/14/2023,"4,700","4,713","4,750","4,688",58.64M,0.27%
04/13/2023,"4,688","4,725","4,725","4,675",49.45M,0.27%
04/12/2023,"4,675","4,700","4,700","4,675",42.59M,-0.27%
04/11/2023,"4,688","4,650","4,700","4,650",31.59M,0.54%
04/10/2023,"4,663","4,675","4,688","4,625",33.00M,-0.53%
04/06/2023,"4,688","4,663","4,688","4,663",46.46M,0.54%
04/05/2023,"4,663","4,675","4,725","4,638",50.93M,-0.27%
04/04/2023,"4,675","4,675","4,688","4,600",35.80M,0.00%
04/03/2023,"4,675","4,675","4,700","4,638",26.59M,0.00%
03/31/2023,"4,675","4,675","4,688","4,613",54.07M,0.00%
03/30/2023,"4,675","4,650","4,700","4,625",67.52M,1.63%
03/29/2023,"4,600","4,525","4,625","4,513",57.83M,1.94%
03/28/2023,"4,513","4,600","4,600","4,500",72.87M,-5.00%
03/27/2023,"4,750","4,838","4,875","4,750",110.40M,-1.30%
03/24/2023,"4,813","4,638","4,863","4,625",173.82M,4.34%
03/21/2023,"4,613","4,525","4,625","4,488",44.94M,2.50%
03/20/2023,"4,500","4,513","4,563","4,488",32.20M,-0.28%
03/17/2023,"4,513","4,500","4,575","4,488",118.43M,0.84%
03/16/2023,"4,475","4,438","4,550","4,413",104.24M,1.70%
03/15/2023,"4,400","4,450","4,463","4,388",90.77M,0.28%
03/14/2023,"4,388","4,450","4,450","4,375",126.83M,-2.50%
03/13/2023,"4,500","4,513","4,525","4,438",87.39M,-0.28%
03/10/2023,"4,513","4,550","4,563","4,500",72.69M,-1.37%
03/09/2023,"4,575","4,500","4,613","4,500",112.17M,3.10%
03/08/2023,"4,438","4,425","4,438","4,400",26.26M,-0.28%
03/07/2023,"4,450","4,400","4,463","4,400",40.63M,1.14%
03/06/2023,"4,400","4,400","4,438","4,375",42.48M,0.57%
03/03/2023,"4,375","4,438","4,450","4,375",54.99M,-1.41%
03/02/2023,"4,438","4,475","4,475","4,438",49.58M,-0.84%
03/01/2023,"4,475","4,388","4,488","4,388",48.20M,1.99%
02/28/2023,"4,388","4,500","4,500","4,388",108.31M,-1.96%
02/27/2023,"4,475","4,450","4,500","4,425",43.00M,0.56%
02/24/2023,"4,450","4,500","4,563","4,450",61.46M,-0.56%
02/23/2023,"4,475","4,425","4,500","4,400",52.74M,1.13%
02/22/2023,"4,425","4,500","4,525","4,400",103.69M,-2.21%
02/21/2023,"4,525","4,575","4,600","4,525",72.59M,-1.09%
02/20/2023,"4,575","4,638","4,663","4,563",66.06M,-1.35%
02/17/2023,"4,638","4,675","4,688","4,625",23.08M,-0.80%
02/16/2023,"4,675","4,725","4,725","4,650",38.39M,-0.80%
02/15/2023,"4,713","4,725","4,738","4,638",44.27M,-0.26%
02/14/2023,"4,725","4,750","4,775","4,700",37.44M,-0.53%
02/13/2023,"4,750","4,788","4,788","4,725",26.26M,-0.26%
02/10/2023,"4,763","4,763","4,763","4,713",24.98M,-0.26%
02/09/2023,"4,775","4,725","4,775","4,713",47.64M,0.79%
02/08/2023,"4,738","4,688","4,750","4,688",34.06M,1.07%
02/07/2023,"4,688","4,675","4,700","4,625",38.89M,0.27%
02/06/2023,"4,675","4,650","4,675","4,575",38.51M,0.54%
02/03/2023,"4,650","4,600","4,663","4,575",42.78M,2.20%
02/02/2023,"4,550","4,588","4,600","4,525",38.58M,-0.27%
02/01/2023,"4,563","4,600","4,625","4,538",58.89M,-0.27%
01/31/2023,"4,575","4,600","4,650","4,538",116.84M,-1.61%
01/30/2023,"4,650","4,775","4,775","4,625",77.46M,-2.62%
01/27/2023,"4,775","4,800","4,800","4,738",79.53M,0.79%
01/26/2023,"4,738","4,563","4,763","4,538",77.29M,4.41%
01/25/2023,"4,538","4,600","4,625","4,525",68.17M,0.28%
01/24/2023,"4,525","4,538","4,575","4,488",25.83M,0.28%
01/20/2023,"4,513","4,500","4,550","4,450",31.00M,0.84%
01/19/2023,"4,475","4,450","4,488","4,413",28.43M,0.85%
01/18/2023,"4,438","4,475","4,513","4,400",42.10M,-0.56%
01/17/2023,"4,463","4,388","4,488","4,375",58.84M,1.71%
01/16/2023,"4,388","4,350","4,400","4,338",24.91M,1.15%
01/13/2023,"4,338","4,338","4,338","4,288",31.50M,0.87%
01/12/2023,"4,300","4,338","4,375","4,250",71.43M,1.18%
01/11/2023,"4,250","4,363","4,363","4,213",105.53M,-2.58%
01/10/2023,"4,363","4,500","4,500","4,325",56.89M,-3.06%
01/09/2023,"4,500","4,475","4,525","4,438",38.72M,1.12%
01/06/2023,"4,450","4,488","4,525","4,438",47.08M,-1.11%
01/05/2023,"4,500","4,575","4,575","4,413",91.14M,-1.91%
01/04/2023,"4,588","4,638","4,650","4,575",48.41M,-1.08%
01/03/2023,"4,638","4,600","4,650","4,575",26.46M,0.54%
01/02/2023,"4,613","4,613","4,613","4,550",14.59M,0.00%
12/30/2022,"4,613","4,613","4,650","4,613",30.47M,0.00%
12/29/2022,"4,613","4,613","4,625","4,575",22.65M,0.00%
12/28/2022,"4,613","4,663","4,675","4,575",30.42M,-0.81%
12/27/2022,"4,650","4,700","4,700","4,625",31.73M,-0.27%
12/26/2022,"4,663","4,675","4,700","4,638",18.93M,0.00%
12/23/2022,"4,663","4,700","4,725","4,663",30.49M,-1.06%
12/22/2022,"4,713","4,700","4,725","4,675",25.36M,0.80%
12/21/2022,"4,675","4,750","4,750","4,663",41.00M,-1.06%
12/20/2022,"4,725","4,725","4,763","4,663",38.12M,0.27%
12/19/2022,"4,713","4,850","4,875","4,713",53.28M,-3.83%
12/16/2022,"4,900","4,700","4,900","4,675",81.63M,3.43%
12/15/2022,"4,738","4,750","4,800","4,688",37.63M,-0.52%
12/14/2022,"4,763","4,838","4,875","4,738",51.62M,-1.30%
12/13/2022,"4,825","4,800","4,825","4,750",36.71M,1.31%
12/12/2022,"4,763","4,775","4,825","4,713",31.81M,-0.26%
12/09/2022,"4,775","4,788","4,788","4,713",51.50M,0.53%
12/08/2022,"4,750","4,750","4,775","4,638",56.43M,0.00%
12/07/2022,"4,750","4,775","4,800","4,688",65.98M,-0.52%
12/06/2022,"4,775","4,850","4,850","4,750",82.64M,-2.05%
12/05/2022,"4,875","4,875","4,913","4,825",53.88M,0.00%
12/02/2022,"4,875","4,825","4,875","4,775",74.90M,0.52%
12/01/2022,"4,850","4,950","4,975","4,838",54.38M,-2.02%
11/30/2022,"4,950","4,700","4,950","4,688",169.35M,5.60%
11/29/2022,"4,688","4,638","4,713","4,638",56.04M,1.08%
11/28/2022,"4,638","4,650","4,675","4,625",41.22M,-0.27%
11/25/2022,"4,650","4,638","4,650","4,613",22.13M,0.27%
11/24/2022,"4,638","4,625","4,675","4,625",37.85M,0.27%
11/23/2022,"4,625","4,625","4,663","4,625",26.67M,0.00%
11/22/2022,"4,625","4,613","4,663","4,588",24.04M,0.82%
11/21/2022,"4,588","4,575","4,638","4,563",28.61M,-0.27%
11/18/2022,"4,600","4,650","4,663","4,588",34.56M,-0.81%
11/17/2022,"4,638","4,550","4,650","4,513",42.55M,1.92%
11/16/2022,"4,550","4,563","4,563","4,438",84.20M,-0.27%
11/15/2022,"4,563","4,575","4,600","4,538",27.06M,0.27%
11/14/2022,"4,550","4,650","4,663","4,538",60.93M,-2.15%
11/11/2022,"4,650","4,713","4,738","4,638",76.58M,0.27%
11/10/2022,"4,638","4,638","4,650","4,550",30.65M,-0.27%
11/09/2022,"4,650","4,650","4,675","4,625",35.44M,0.54%
11/08/2022,"4,625","4,650","4,675","4,600",34.33M,-0.27%
11/07/2022,"4,638","4,638","4,675","4,613",37.15M,0.00%
11/04/2022,"4,638","4,638","4,650","4,613",26.61M,-0.27%
11/03/2022,"4,650","4,625","4,700","4,588",40.34M,0.54%
11/02/2022,"4,625","4,700","4,700","4,575",43.49M,-1.60%
11/01/2022,"4,700","4,700","4,750","4,625",36.21M,0.00%
10/31/2022,"4,700","4,700","4,738","4,675",46.94M,0.80%
10/28/2022,"4,663","4,675","4,688","4,563",59.11M,-0.27%
10/27/2022,"4,675","4,625","4,738","4,613",32.57M,1.36%
10/26/2022,"4,613","4,750","4,750","4,613",51.56M,-2.12%
10/25/2022,"4,713","4,775","4,838","4,713",79.14M,0.80%
10/24/2022,"4,675","4,513","4,713","4,513",93.99M,3.89%
10/21/2022,"4,500","4,500","4,588","4,488",67.15M,0.00%
10/20/2022,"4,500","4,350","4,538","4,350",74.45M,2.56%
10/19/2022,"4,388","4,363","4,400","4,300",26.29M,1.15%
10/18/2022,"4,338","4,288","4,350","4,288",34.09M,1.17%
10/17/2022,"4,288","4,213","4,313","4,175",46.02M,1.78%
10/14/2022,"4,213","4,413","4,425","4,213",55.01M,-3.71%
10/13/2022,"4,375","4,350","4,438","4,338",60.92M,1.16%
10/12/2022,"4,325","4,338","4,388","4,300",46.03M,-0.57%
10/11/2022,"4,350","4,375","4,375","4,300",56.96M,-0.57%
10/10/2022,"4,375","4,350","4,388","4,325",32.78M,-0.28%
10/07/2022,"4,388","4,425","4,438","4,375",36.56M,-1.40%
10/06/2022,"4,450","4,450","4,475","4,400",23.97M,0.56%
10/05/2022,"4,425","4,450","4,488","4,425",64.98M,0.00%
10/04/2022,"4,425","4,463","4,500","4,425",58.38M,-0.56%
10/03/2022,"4,450","4,488","4,500","4,413",28.35M,-0.84%
09/30/2022,"4,488","4,475","4,525","4,400",45.66M,0.00%
09/29/2022,"4,488","4,500","4,525","4,463",24.48M,-0.28%
09/28/2022,"4,500","4,500","4,550","4,450",74.44M,0.00%
09/27/2022,"4,500","4,525","4,525","4,413",42.39M,0.00%
09/26/2022,"4,500","4,438","4,500","4,375",77.32M,0.00%
09/23/2022,"4,500","4,525","4,525","4,488",47.12M,0.00%
09/22/2022,"4,500","4,488","4,513","4,438",25.99M,0.28%
09/21/2022,"4,488","4,463","4,488","4,400",33.16M,0.00%
09/20/2022,"4,488","4,488","4,500","4,450",35.55M,0.00%
09/19/2022,"4,488","4,525","4,538","4,425",63.69M,0.28%
09/16/2022,"4,475","4,550","4,588","4,438",90.83M,-2.45%
09/15/2022,"4,588","4,500","4,625","4,488",154.34M,3.09%
09/14/2022,"4,450","4,425","4,475","4,388",46.55M,-0.84%
09/13/2022,"4,488","4,425","4,500","4,400",65.14M,1.99%
09/12/2022,"4,400","4,450","4,450","4,388",33.16M,0.00%
09/09/2022,"4,400","4,388","4,413","4,375",66.12M,0.28%
09/08/2022,"4,388","4,313","4,400","4,300",48.82M,2.33%
09/07/2022,"4,288","4,363","4,363","4,275",43.30M,-2.00%
09/06/2022,"4,375","4,425","4,450","4,350",39.20M,-1.13%
09/05/2022,"4,425","4,350","4,438","4,288",40.54M,1.72%
09/02/2022,"4,350","4,275","4,375","4,263",71.81M,2.05%
09/01/2022,"4,263","4,288","4,300","4,225",24.84M,0.00%
08/31/2022,"4,263","4,200","4,263","4,150",88.22M,1.19%
08/30/2022,"4,213","4,125","4,250","4,113",59.46M,2.74%
08/29/2022,"4,100","4,100","4,150","4,063",53.73M,-1.20%
08/26/2022,"4,150","4,163","4,200","4,150",27.29M,0.30%
08/25/2022,"4,138","4,175","4,188","4,125",18.24M,-0.30%
08/24/2022,"4,150","4,150","4,200","4,125",31.31M,0.00%
08/23/2022,"4,150","4,150","4,200","4,138",43.11M,0.00%
08/22/2022,"4,150","4,188","4,213","4,100",80.70M,-2.35%
08/19/2022,"4,250","4,325","4,338","4,250",33.23M,-1.73%
08/18/2022,"4,325","4,288","4,363","4,275",51.42M,0.87%
08/16/2022,"4,288","4,263","4,288","4,238",36.33M,0.29%
08/15/2022,"4,275","4,288","4,288","4,225",43.86M,0.29%
08/12/2022,"4,263","4,213","4,275","4,200",34.34M,0.00%
08/11/2022,"4,263","4,288","4,300","4,200",54.00M,0.59%
08/10/2022,"4,238","4,163","4,238","4,150",49.37M,0.30%
08/09/2022,"4,225","4,138","4,250","4,125",80.59M,2.42%
08/08/2022,"4,125","4,125","4,138","4,088",26.41M,0.00%
08/05/2022,"4,125","4,013","4,138","3,988",50.35M,3.13%
08/04/2022,"4,000","4,050","4,063","3,975",57.25M,-1.54%
08/03/2022,"4,063","4,050","4,063","4,000",39.78M,0.62%
08/02/2022,"4,038","3,988","4,038","3,938",61.48M,1.57%
08/01/2022,"3,975","4,050","4,050","3,975",141.37M,1.27%
